endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
24acaeaffbb4ab85e0426f6c82aa112da4e8a9d6a3024da1a20129e984dbdb67,https://raw.githubusercontent.com/digital-land/document-type-collection/main/data/document-type.csv,,,2021-04-23,,
